VERSION;7.2.1.201802190531
DATE;01/08/2018 07:46
ITERATION;MODEL;OBJECTIVE FUNCTION;VALUE
1;base0111;NQDS BHP WELL PROD7;-0.4927944463876797
1;base0111;NQDS QL WELL PROD8;-3.919734594148342E-10
1;base0111;NQDS QW WELL PROD8;-22.99364828663846
1;base0111;NQDS QO WELL PROD8;0.3966019412267425
1;base0111;NQDS BHP WELL PROD8;-0.4296037837323704
1;base0111;NQDS QL WELL PROD9;2.696252298800475E-14
1;base0111;NQDS QW WELL PROD9;-59.35529864789857
1;base0111;NQDS QO WELL PROD9;1.394575148902702
1;base0111;NQDS BHP WELL PROD9;-0.3927429082422814
1;base0111;NQDS QL WELL PROD10;-3.385222884048137E-10
1;base0111;NQDS QW WELL PROD10;-9.781965001218458
1;base0111;NQDS QO WELL PROD10;0.2397436101433309
1;base0111;NQDS BHP WELL PROD10;-0.3836722189034408
1;base0111;NQDS QWI WELL INJ1;0.0
1;base0111;NQDS BHP WELL INJ1;0.4533066447951629
1;base0111;NQDS QWI WELL INJ2;0.0
1;base0111;NQDS BHP WELL INJ2;-0.1277081012235986
1;base0111;NQDS QWI WELL INJ3;0.0
1;base0111;NQDS BHP WELL INJ3;0.2691543487518877
1;base0111;NQDS QWI WELL INJ4;0.0
1;base0111;NQDS BHP WELL INJ4;-0.5728370558032314
1;base0111;NQDS QWI WELL INJ5;0.0
1;base0111;NQDS BHP WELL INJ5;-0.3086923562290614
1;base0111;NQDS QWI WELL INJ6;0.0
1;base0111;NQDS BHP WELL INJ6;0.2271490583967283
1;base0111;NQDS QWI WELL INJ7;0.0
1;base0111;NQDS BHP WELL INJ7;-1.777281963380558
1;base0111;NQDS QWI WELL INJ8;0.0
1;base0111;NQDS BHP WELL INJ8;-0.3675825627133019
1;base0111;NQDS QWI WELL INJ9;0.0
1;base0111;NQDS BHP WELL INJ9;-0.4980659495285039
1;base0112;NQDS QL WELL WILDCAT;-8.875441689835562E-11
1;base0112;NQDS QW WELL WILDCAT;-16.91823301008464
1;base0112;NQDS QO WELL WILDCAT;0.4666999271143425
1;base0112;NQDS BHP WELL WILDCAT;-0.3807659576095683
1;base0112;NQDS QL WELL PROD1;-5.450264630881711E-10
1;base0112;NQDS QW WELL PROD1;-6.066195039487447
1;base0112;NQDS QO WELL PROD1;0.5625636460764741
1;base0112;NQDS BHP WELL PROD1;-0.225570470986453
1;base0112;NQDS QL WELL PROD2;-5.944910115834665E-10
1;base0112;NQDS QW WELL PROD2;0.5608875544016205
1;base0112;NQDS QO WELL PROD2;-0.1264595082599694
1;base0112;NQDS BHP WELL PROD2;-0.2012423433859089
1;base0112;NQDS QL WELL PROD3;1.476231387299074E-10
1;base0112;NQDS QW WELL PROD3;0.008503450179777827
1;base0112;NQDS QO WELL PROD3;-7.548310996594E-5
1;base0112;NQDS BHP WELL PROD3;-0.5858475107090876
1;base0112;NQDS QL WELL PROD4;2.440197135468446E-10
1;base0112;NQDS QW WELL PROD4;-26.21947224963277
1;base0112;NQDS QO WELL PROD4;1.990173826461558
1;base0112;NQDS BHP WELL PROD4;-0.4080066829952478
1;base0112;NQDS QL WELL PROD5;6.609621644838066E-15
1;base0112;NQDS QW WELL PROD5;2.179762016830114E-13
1;base0112;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0112;NQDS BHP WELL PROD5;-0.5271855995002146
1;base0112;NQDS QL WELL PROD6;-3.246494890157187E-10
1;base0112;NQDS QW WELL PROD6;-42.37767253306754
1;base0112;NQDS QO WELL PROD6;1.664434568068774
1;base0112;NQDS BHP WELL PROD6;-0.6938100412430103
1;base0112;NQDS QL WELL PROD7;-2.998779828537025E-10
1;base0112;NQDS QW WELL PROD7;-2.611485564043166
1;base0112;NQDS QO WELL PROD7;0.2945329160997534
1;base0112;NQDS BHP WELL PROD7;-0.6249290300669944
1;base0112;NQDS QL WELL PROD8;2.178907804197307E-10
1;base0112;NQDS QW WELL PROD8;-18.72894066582637
1;base0112;NQDS QO WELL PROD8;0.3230430021016281
1;base0112;NQDS BHP WELL PROD8;0.379949858585414
1;base0112;NQDS QL WELL PROD9;6.594023779628301E-15
1;base0112;NQDS QW WELL PROD9;-59.35529988505988
1;base0112;NQDS QO WELL PROD9;1.394575148902702
1;base0112;NQDS BHP WELL PROD9;-0.2397565522115196
1;base0112;NQDS QL WELL PROD10;2.925139819007636E-10
1;base0112;NQDS QW WELL PROD10;-2.885241099345863
1;base0112;NQDS QO WELL PROD10;0.0707173143675355
1;base0112;NQDS BHP WELL PROD10;-0.3503878919496721
1;base0112;NQDS QWI WELL INJ1;0.0
1;base0112;NQDS BHP WELL INJ1;0.1520131055346339
1;base0112;NQDS QWI WELL INJ2;0.0
1;base0112;NQDS BHP WELL INJ2;-0.127368100927689
1;base0112;NQDS QWI WELL INJ3;0.0
1;base0112;NQDS BHP WELL INJ3;-0.2894210999380822
1;base0112;NQDS QWI WELL INJ4;0.0
1;base0112;NQDS BHP WELL INJ4;-0.627922249850523
1;base0112;NQDS QWI WELL INJ5;0.0
1;base0112;NQDS BHP WELL INJ5;-0.2642307446329917
1;base0112;NQDS QWI WELL INJ6;0.0
1;base0112;NQDS BHP WELL INJ6;-0.2653628311912509
1;base0112;NQDS QWI WELL INJ7;0.0
1;base0112;NQDS BHP WELL INJ7;-1.060230252512438
1;base0112;NQDS QWI WELL INJ8;0.0
1;base0112;NQDS BHP WELL INJ8;-0.1516053938868702
1;base0112;NQDS QWI WELL INJ9;0.0
1;base0112;NQDS BHP WELL INJ9;-0.4650800859937282
1;base0113;NQDS QL WELL WILDCAT;1.271063981255551E-10
1;base0113;NQDS QW WELL WILDCAT;-2.231952487022554
1;base0113;NQDS QO WELL WILDCAT;0.06157144160797305
1;base0113;NQDS BHP WELL WILDCAT;-0.3959480387478349
1;base0113;NQDS QL WELL PROD1;-5.564728121056136E-10
1;base0113;NQDS QW WELL PROD1;-11.33341293103743
1;base0113;NQDS QO WELL PROD1;1.050996183920411
1;base0113;NQDS BHP WELL PROD1;-0.2098685538880509
1;base0113;NQDS QL WELL PROD2;-3.765899255082404E-10
1;base0113;NQDS QW WELL PROD2;-21.33041280957217
1;base0113;NQDS QO WELL PROD2;4.806441836472973
1;base0113;NQDS BHP WELL PROD2;-0.1147758340637664
1;base0113;NQDS QL WELL PROD3;1.694823427538304E-14
1;base0113;NQDS QW WELL PROD3;4.773625621884643E-13
1;base0113;NQDS QO WELL PROD3;0.0
1;base0113;NQDS BHP WELL PROD3;-0.4795846354601569
1;base0113;NQDS QL WELL PROD4;3.26820894310488E-10
1;base0113;NQDS QW WELL PROD4;4.114408521949186
1;base0113;NQDS QO WELL PROD4;-0.3122765685586639
1;base0113;NQDS BHP WELL PROD4;-0.4205612452837028
1;base0113;NQDS QL WELL PROD5;6.974895934415711E-15
1;base0113;NQDS QW WELL PROD5;2.300224437363333E-13
1;base0113;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0113;NQDS BHP WELL PROD5;-0.6617397623225683
1;base0113;NQDS QL WELL PROD6;-2.484527932759615E-10
1;base0113;NQDS QW WELL PROD6;-33.7670557566357
1;base0113;NQDS QO WELL PROD6;1.326217543203689
1;base0113;NQDS BHP WELL PROD6;-0.4206351425038103
1;base0113;NQDS QL WELL PROD7;5.745636149917066E-10
1;base0113;NQDS QW WELL PROD7;-15.47936655312774
1;base0113;NQDS QO WELL PROD7;1.745680939783465
1;base0113;NQDS BHP WELL PROD7;-0.3763844273900741
1;base0113;NQDS QL WELL PROD8;4.885271280798458E-10
1;base0113;NQDS QW WELL PROD8;-0.809761421792179
1;base0113;NQDS QO WELL PROD8;0.01395928644657689
1;base0113;NQDS BHP WELL PROD8;0.3443052411279838
1;base0113;NQDS QL WELL PROD9;-5.406811776497786E-11
1;base0113;NQDS QW WELL PROD9;-59.33559552087978
1;base0113;NQDS QO WELL PROD9;1.394109026554141
1;base0113;NQDS BHP WELL PROD9;-0.2205858162216935
1;base0113;NQDS QL WELL PROD10;1.436217417894602E-10
1;base0113;NQDS QW WELL PROD10;-40.65949226379655
1;base0113;NQDS QO WELL PROD10;0.9965353603733657
1;base0113;NQDS BHP WELL PROD10;-0.3129464721259073
1;base0113;NQDS QWI WELL INJ1;0.0
1;base0113;NQDS BHP WELL INJ1;0.3245280312311962
1;base0113;NQDS QWI WELL INJ2;0.0
1;base0113;NQDS BHP WELL INJ2;-0.1306033780898714
1;base0113;NQDS QWI WELL INJ3;0.0
1;base0113;NQDS BHP WELL INJ3;-0.2424530853687833
1;base0113;NQDS QWI WELL INJ4;0.0
1;base0113;NQDS BHP WELL INJ4;-0.5397849589194006
1;base0113;NQDS QWI WELL INJ5;0.0
1;base0113;NQDS BHP WELL INJ5;-0.4117871158658643
1;base0113;NQDS QWI WELL INJ6;0.0
1;base0113;NQDS BHP WELL INJ6;-0.2301514856428476
1;base0113;NQDS QWI WELL INJ7;0.0
1;base0113;NQDS BHP WELL INJ7;-1.989451189055978
1;base0113;NQDS QWI WELL INJ8;0.0
1;base0113;NQDS BHP WELL INJ8;-0.3955976788202268
1;base0113;NQDS QWI WELL INJ9;0.0
1;base0113;NQDS BHP WELL INJ9;-0.5148574210757147
1;base0114;NQDS QL WELL WILDCAT;1.436827319240379E-10
1;base0114;NQDS QW WELL WILDCAT;-5.37079913621554
1;base0114;NQDS QO WELL WILDCAT;0.1481602292708972
1;base0114;NQDS BHP WELL WILDCAT;-0.3259365728272289
1;base0114;NQDS QL WELL PROD1;5.501194566564552E-10
1;base0114;NQDS QW WELL PROD1;-10.87873172846506
1;base0114;NQDS QO WELL PROD1;1.008860364520605
1;base0114;NQDS BHP WELL PROD1;-0.2336888003105645
1;base0114;NQDS QL WELL PROD2;-4.109810854345319E-10
1;base0114;NQDS QW WELL PROD2;-0.6914022328126747
1;base0114;NQDS QO WELL PROD2;0.1557523570221891
1;base0114;NQDS BHP WELL PROD2;-0.1644158672299691
1;base0114;NQDS QL WELL PROD3;1.303653289612459E-14
1;base0114;NQDS QW WELL PROD3;3.671859052826072E-13
1;base0114;NQDS QO WELL PROD3;0.0
1;base0114;NQDS BHP WELL PROD3;-0.4599731132659981
1;base0114;NQDS QL WELL PROD4;2.618040852261837E-10
1;base0114;NQDS QW WELL PROD4;-5.665308904980485
1;base0114;NQDS QO WELL PROD4;0.4300386766873415
1;base0114;NQDS BHP WELL PROD4;-0.483919076342707
1;base0114;NQDS QL WELL PROD5;6.2824280696359E-15
1;base0114;NQDS QW WELL PROD5;2.071858090448258E-13
1;base0114;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0114;NQDS BHP WELL PROD5;-0.6148023808905753
1;base0114;NQDS QL WELL PROD6;4.188127740346932E-10
1;base0114;NQDS QW WELL PROD6;-33.30548691049073
1;base0114;NQDS QO WELL PROD6;1.308104609272268
1;base0114;NQDS BHP WELL PROD6;-0.4333150247212367
1;base0114;NQDS QL WELL PROD7;4.780059341557077E-10
1;base0114;NQDS QW WELL PROD7;-5.915406082440268
1;base0114;NQDS QO WELL PROD7;0.6671083691427617
1;base0114;NQDS BHP WELL PROD7;-0.5482374359991713
1;base0114;NQDS QL WELL PROD8;-2.649723078740655E-10
1;base0114;NQDS QW WELL PROD8;-9.186436567354338
1;base0114;NQDS QO WELL PROD8;0.1584400538453515
1;base0114;NQDS BHP WELL PROD8;-0.4302456003634803
1;base0114;NQDS QL WELL PROD9;-1.410293009810494E-10
1;base0114;NQDS QW WELL PROD9;-59.01614580764674
1;base0114;NQDS QO WELL PROD9;1.386605296830146
1;base0114;NQDS BHP WELL PROD9;-0.3185777738731692
1;base0114;NQDS QL WELL PROD10;-3.223935281891507E-10
1;base0114;NQDS QW WELL PROD10;-1.547227525384546
1;base0114;NQDS QO WELL PROD10;0.03792093892448664
1;base0114;NQDS BHP WELL PROD10;-0.4144159953080854
1;base0114;NQDS QWI WELL INJ1;0.0
1;base0114;NQDS BHP WELL INJ1;0.1662028166029342
1;base0114;NQDS QWI WELL INJ2;0.0
1;base0114;NQDS BHP WELL INJ2;-0.1433723991742898
1;base0114;NQDS QWI WELL INJ3;0.0
1;base0114;NQDS BHP WELL INJ3;-0.2676406568252282
1;base0114;NQDS QWI WELL INJ4;0.0
1;base0114;NQDS BHP WELL INJ4;-0.5792343746518834
1;base0114;NQDS QWI WELL INJ5;0.0
1;base0114;NQDS BHP WELL INJ5;-0.2499798698974031
1;base0114;NQDS QWI WELL INJ6;0.0
1;base0114;NQDS BHP WELL INJ6;-0.2113548902934598
1;base0114;NQDS QWI WELL INJ7;0.0
1;base0114;NQDS BHP WELL INJ7;-1.923782274302558
1;base0114;NQDS QWI WELL INJ8;0.0
1;base0114;NQDS BHP WELL INJ8;-0.2556766781051978
1;base0114;NQDS QWI WELL INJ9;0.0
1;base0114;NQDS BHP WELL INJ9;-0.4694660614398954
1;base0115;NQDS QL WELL WILDCAT;1.31302465894881E-10
1;base0115;NQDS QW WELL WILDCAT;-0.8929265799566302
1;base0115;NQDS QO WELL WILDCAT;0.02462302817721024
1;base0115;NQDS BHP WELL WILDCAT;-0.5341734086453275
1;base0115;NQDS QL WELL PROD1;-5.895160684361677E-10
1;base0115;NQDS QW WELL PROD1;-3.720800976477246
1;base0115;NQDS QO WELL PROD1;0.3450419773143041
1;base0115;NQDS BHP WELL PROD1;-0.2504769132373076
1;base0115;NQDS QL WELL PROD2;-6.661455149567626E-10
1;base0115;NQDS QW WELL PROD2;13.60897813316222
1;base0115;NQDS QO WELL PROD2;-3.067238134772414
1;base0115;NQDS BHP WELL PROD2;0.2134545048227373
1;base0115;NQDS QL WELL PROD3;1.289660512463798E-10
1;base0115;NQDS QW WELL PROD3;0.05279056202319198
1;base0115;NQDS QO WELL PROD3;-4.685071991668337E-4
1;base0115;NQDS BHP WELL PROD3;-0.6434752718527001
1;base0115;NQDS QL WELL PROD4;-1.703351243900216E-10
1;base0115;NQDS QW WELL PROD4;-6.88810903224047
1;base0115;NQDS QO WELL PROD4;0.5228558918548878
1;base0115;NQDS BHP WELL PROD4;-0.44991237064916
1;base0115;NQDS QL WELL PROD5;7.152758995528291E-14
1;base0115;NQDS QW WELL PROD5;2.358881220707826E-12
1;base0115;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0115;NQDS BHP WELL PROD5;-1.533275584768214
1;base0115;NQDS QL WELL PROD6;-2.843590732936422E-10
1;base0115;NQDS QW WELL PROD6;-29.39706331055709
1;base0115;NQDS QO WELL PROD6;1.154575951581017
1;base0115;NQDS BHP WELL PROD6;-0.4110185561268986
1;base0115;NQDS QL WELL PROD7;3.477318480818192E-10
1;base0115;NQDS QW WELL PROD7;-13.80390467009863
1;base0115;NQDS QO WELL PROD7;1.556744823934607
1;base0115;NQDS BHP WELL PROD7;-0.4595720814742846
1;base0115;NQDS QL WELL PROD8;-4.328279613775511E-10
1;base0115;NQDS QW WELL PROD8;3.604140281703112
1;base0115;NQDS QO WELL PROD8;-0.0621696320094014
1;base0115;NQDS BHP WELL PROD8;-0.4681522393813289
1;base0115;NQDS QL WELL PROD9;3.264340828841697E-15
1;base0115;NQDS QW WELL PROD9;-59.35530034323808
1;base0115;NQDS QO WELL PROD9;1.394575148902702
1;base0115;NQDS BHP WELL PROD9;0.2951024450859071
1;base0115;NQDS QL WELL PROD10;1.952691613735497E-10
1;base0115;NQDS QW WELL PROD10;-36.82041647866955
1;base0115;NQDS QO WELL PROD10;0.9024467422245657
1;base0115;NQDS BHP WELL PROD10;-0.3057601452794699
1;base0115;NQDS QWI WELL INJ1;0.0
1;base0115;NQDS BHP WELL INJ1;0.1856805549463488
1;base0115;NQDS QWI WELL INJ2;0.0
1;base0115;NQDS BHP WELL INJ2;-0.1625789869912249
1;base0115;NQDS QWI WELL INJ3;0.0
1;base0115;NQDS BHP WELL INJ3;0.3032741247988234
1;base0115;NQDS QWI WELL INJ4;0.0
1;base0115;NQDS BHP WELL INJ4;-0.3421603101392012
1;base0115;NQDS QWI WELL INJ5;0.0
1;base0115;NQDS BHP WELL INJ5;-0.3526572436441459
1;base0115;NQDS QWI WELL INJ6;0.0
1;base0115;NQDS BHP WELL INJ6;-0.3143513918383759
1;base0115;NQDS QWI WELL INJ7;0.0
1;base0115;NQDS BHP WELL INJ7;-0.4750382692471031
1;base0115;NQDS QWI WELL INJ8;0.0
1;base0115;NQDS BHP WELL INJ8;-0.183135895033659
1;base0115;NQDS QWI WELL INJ9;0.0
1;base0115;NQDS BHP WELL INJ9;-0.4800104398963846
1;base0116;NQDS QL WELL WILDCAT;1.578982832299179E-10
1;base0116;NQDS QW WELL WILDCAT;-9.006316423183796
1;base0116;NQDS QO WELL WILDCAT;0.2484484632934902
1;base0116;NQDS BHP WELL WILDCAT;-0.4255179264665207
1;base0116;NQDS QL WELL PROD1;6.039027200279166E-10
1;base0116;NQDS QW WELL PROD1;-5.070456713849682
1;base0116;NQDS QO WELL PROD1;0.4702135296253865
1;base0116;NQDS BHP WELL PROD1;-0.2637980329798678
1;base0116;NQDS QL WELL PROD2;-5.668420841725741E-10
1;base0116;NQDS QW WELL PROD2;6.718766948043865
1;base0116;NQDS QO WELL PROD2;-1.514428642696928
1;base0116;NQDS BHP WELL PROD2;0.2025393587877911
1;base0116;NQDS QL WELL PROD3;1.78909648298798E-14
1;base0116;NQDS QW WELL PROD3;5.039154328672449E-13
1;base0116;NQDS QO WELL PROD3;0.0
1;base0116;NQDS BHP WELL PROD3;-0.5963339447444684
1;base0116;NQDS QL WELL PROD4;3.916198897667103E-10
1;base0116;NQDS QW WELL PROD4;-5.560372809937279
1;base0116;NQDS QO WELL PROD4;0.422077586766953
1;base0116;NQDS BHP WELL PROD4;-0.5414837604504376
1;base0116;NQDS QL WELL PROD5;8.566079808171408E-15
1;base0116;NQDS QW WELL PROD5;2.824974923272614E-13
1;base0116;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0116;NQDS BHP WELL PROD5;-0.8175295144224779
1;base0116;NQDS QL WELL PROD6;-2.869065362985304E-10
1;base0116;NQDS QW WELL PROD6;-41.26704991348983
1;base0116;NQDS QO WELL PROD6;1.620807923462641
1;base0116;NQDS BHP WELL PROD6;-0.4327438341434572
1;base0116;NQDS QL WELL PROD7;3.150667657861203E-10
1;base0116;NQDS QW WELL PROD7;-56.64364366448883
1;base0116;NQDS QO WELL PROD7;6.387773002319363
1;base0116;NQDS BHP WELL PROD7;-0.3917615239409947
1;base0116;NQDS QL WELL PROD8;2.783032759406355E-10
1;base0116;NQDS QW WELL PROD8;-11.94176344445758
1;base0116;NQDS QO WELL PROD8;0.2059699461773861
1;base0116;NQDS BHP WELL PROD8;0.3761032202907528
1;base0116;NQDS QL WELL PROD9;1.254092771813045E-14
1;base0116;NQDS QW WELL PROD9;-59.35529942469795
1;base0116;NQDS QO WELL PROD9;1.394575148902702
1;base0116;NQDS BHP WELL PROD9;-0.3077157577982951
1;base0116;NQDS QL WELL PROD10;2.574435789631589E-10
1;base0116;NQDS QW WELL PROD10;1.564899408843407
1;base0116;NQDS QO WELL PROD10;-0.0383679054318242
1;base0116;NQDS BHP WELL PROD10;-0.3859216721401208
1;base0116;NQDS QWI WELL INJ1;0.0
1;base0116;NQDS BHP WELL INJ1;0.2092361899106024
1;base0116;NQDS QWI WELL INJ2;0.0
1;base0116;NQDS BHP WELL INJ2;-0.2389657411827484
1;base0116;NQDS QWI WELL INJ3;0.0
1;base0116;NQDS BHP WELL INJ3;-0.2597374227070384
1;base0116;NQDS QWI WELL INJ4;0.0
1;base0116;NQDS BHP WELL INJ4;-0.5371660441451621
1;base0116;NQDS QWI WELL INJ5;0.0
1;base0116;NQDS BHP WELL INJ5;-0.2675831530010959
1;base0116;NQDS QWI WELL INJ6;0.0
1;base0116;NQDS BHP WELL INJ6;0.2670042194399194
1;base0116;NQDS QWI WELL INJ7;0.0
1;base0116;NQDS BHP WELL INJ7;-1.009160949863107
1;base0116;NQDS QWI WELL INJ8;0.0
1;base0116;NQDS BHP WELL INJ8;-0.1827104470257627
1;base0116;NQDS QWI WELL INJ9;0.0
1;base0116;NQDS BHP WELL INJ9;-0.5249712805068956
1;base0117;NQDS QL WELL WILDCAT;-8.077002225867134E-11
1;base0117;NQDS QW WELL WILDCAT;-18.79698573837303
1;base0117;NQDS QO WELL WILDCAT;0.5185298227314508
1;base0117;NQDS BHP WELL WILDCAT;-0.339017773292629
1;base0117;NQDS QL WELL PROD1;-5.465177637138767E-10
1;base0117;NQDS QW WELL PROD1;-17.1116451172517
1;base0117;NQDS QO WELL PROD1;1.586868478866234
1;base0117;NQDS BHP WELL PROD1;-0.1820837166954397
1;base0117;NQDS QL WELL PROD2;4.87750232768006E-10
1;base0117;NQDS QW WELL PROD2;-7.977932506192846
1;base0117;NQDS QO WELL PROD2;1.797591596539041
1;base0117;NQDS BHP WELL PROD2;-0.1609536078697001
1;base0117;NQDS QL WELL PROD3;3.302478274185005E-14
1;base0117;NQDS QW WELL PROD3;9.301732941150665E-13
1;base0117;NQDS QO WELL PROD3;0.0
1;base0117;NQDS BHP WELL PROD3;-0.7258283960798406
1;base0117;NQDS QL WELL PROD4;3.612827590808509E-10
1;base0117;NQDS QW WELL PROD4;-4.237007315327853
1;base0117;NQDS QO WELL PROD4;0.3216217645017954
1;base0117;NQDS BHP WELL PROD4;-0.4046140461283684
1;base0117;NQDS QL WELL PROD5;5.869343922931161E-15
1;base0117;NQDS QW WELL PROD5;1.935628638729962E-13
1;base0117;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0117;NQDS BHP WELL PROD5;-0.5631768716736186
1;base0117;NQDS QL WELL PROD6;3.612383589979723E-10
1;base0117;NQDS QW WELL PROD6;-61.05864476769149
1;base0117;NQDS QO WELL PROD6;2.398174207950086
1;base0117;NQDS BHP WELL PROD6;-0.4125119756964445
1;base0117;NQDS QL WELL PROD7;-3.790653587883438E-10
1;base0117;NQDS QW WELL PROD7;-4.02915376442045
1;base0117;NQDS QO WELL PROD7;0.4543786030443081
1;base0117;NQDS BHP WELL PROD7;-0.7134042151933585
1;base0117;NQDS QL WELL PROD8;2.121344721874156E-10
1;base0117;NQDS QW WELL PROD8;-2.326473201269303
1;base0117;NQDS QO WELL PROD8;0.04012207256328781
1;base0117;NQDS BHP WELL PROD8;0.4244016863944861
1;base0117;NQDS QL WELL PROD9;3.262798806593558E-12
1;base0117;NQDS QW WELL PROD9;-59.35526718113021
1;base0117;NQDS QO WELL PROD9;1.394575148902702
1;base0117;NQDS BHP WELL PROD9;-0.2779449766364515
1;base0117;NQDS QL WELL PROD10;3.216287518004897E-10
1;base0117;NQDS QW WELL PROD10;1.854984531293116
1;base0117;NQDS QO WELL PROD10;-0.04547991221565735
1;base0117;NQDS BHP WELL PROD10;-0.392291208635284
1;base0117;NQDS QWI WELL INJ1;0.0
1;base0117;NQDS BHP WELL INJ1;0.1925360495015576
1;base0117;NQDS QWI WELL INJ2;0.0
1;base0117;NQDS BHP WELL INJ2;-0.229875094373168
1;base0117;NQDS QWI WELL INJ3;0.0
1;base0117;NQDS BHP WELL INJ3;-0.3028147116196869
1;base0117;NQDS QWI WELL INJ4;0.0
1;base0117;NQDS BHP WELL INJ4;-0.758003113372906
1;base0117;NQDS QWI WELL INJ5;0.0
1;base0117;NQDS BHP WELL INJ5;-0.2453794827047418
1;base0117;NQDS QWI WELL INJ6;0.0
1;base0117;NQDS BHP WELL INJ6;-0.306788324117035
1;base0117;NQDS QWI WELL INJ7;0.0
1;base0117;NQDS BHP WELL INJ7;-0.8739382404246697
1;base0117;NQDS QWI WELL INJ8;0.0
1;base0117;NQDS BHP WELL INJ8;-0.1767638947273135
1;base0117;NQDS QWI WELL INJ9;0.0
1;base0117;NQDS BHP WELL INJ9;-0.3579687739401569
1;base0118;NQDS QL WELL WILDCAT;9.945895007020522E-11
1;base0118;NQDS QW WELL WILDCAT;-8.71325815541683
1;base0118;NQDS QO WELL WILDCAT;0.2403631720499076
1;base0118;NQDS BHP WELL WILDCAT;-0.459867138732497
1;base0118;NQDS QL WELL PROD1;4.76322842736098E-10
1;base0118;NQDS QW WELL PROD1;-2.427694926641228
1;base0118;NQDS QO WELL PROD1;0.2251235411808633
1;base0118;NQDS BHP WELL PROD1;-0.2173920572297213
1;base0118;NQDS QL WELL PROD2;-6.41246835747951E-10
1;base0118;NQDS QW WELL PROD2;1.292196493245035
1;base0118;NQDS QO WELL PROD2;-0.2913108333668387
1;base0118;NQDS BHP WELL PROD2;-0.1557079563656656
1;base0118;NQDS QL WELL PROD3;5.131866041643791E-11
1;base0118;NQDS QW WELL PROD3;1.043043713677907E-8
1;base0118;NQDS QO WELL PROD3;-4.528559101977173E-11
1;base0118;NQDS BHP WELL PROD3;-0.5691523370068671
1;base0118;NQDS QL WELL PROD4;3.127757761043089E-10
1;base0118;NQDS QW WELL PROD4;-24.16825877331939
1;base0118;NQDS QO WELL PROD4;1.834485923141105
1;base0118;NQDS BHP WELL PROD4;-0.5227647762189753
1;base0118;NQDS QL WELL PROD5;7.120211366274505E-15
1;base0118;NQDS QW WELL PROD5;2.348147461682349E-13
1;base0118;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0118;NQDS BHP WELL PROD5;-0.8644940826999487
1;base0118;NQDS QL WELL PROD6;-2.744705749697146E-10
1;base0118;NQDS QW WELL PROD6;-39.23593482392846
1;base0118;NQDS QO WELL PROD6;1.541027456577019
1;base0118;NQDS BHP WELL PROD6;-0.3649988991425892
1;base0118;NQDS QL WELL PROD7;4.957928882706176E-10
1;base0118;NQDS QW WELL PROD7;-40.38237093419269
1;base0118;NQDS QO WELL PROD7;4.553997350006464
1;base0118;NQDS BHP WELL PROD7;-0.4735140094152727
1;base0118;NQDS QL WELL PROD8;1.55332364311644E-10
1;base0118;NQDS QW WELL PROD8;-16.5737359240648
1;base0118;NQDS QO WELL PROD8;0.2858698431140976
1;base0118;NQDS BHP WELL PROD8;0.4057736273195058
1;base0118;NQDS QL WELL PROD9;1.870791340682811E-14
1;base0118;NQDS QW WELL PROD9;-59.35529901305986
1;base0118;NQDS QO WELL PROD9;1.394575148902702
1;base0118;NQDS BHP WELL PROD9;-0.3552875009926776
1;base0118;NQDS QL WELL PROD10;2.994633676542667E-10
1;base0118;NQDS QW WELL PROD10;-20.50279535512447
1;base0118;NQDS QO WELL PROD10;0.5025285708737711
1;base0118;NQDS BHP WELL PROD10;-0.3212040595112333
1;base0118;NQDS QWI WELL INJ1;0.0
1;base0118;NQDS BHP WELL INJ1;0.2552898073982148
1;base0118;NQDS QWI WELL INJ2;0.0
1;base0118;NQDS BHP WELL INJ2;-0.1890759659738142
1;base0118;NQDS QWI WELL INJ3;0.0
1;base0118;NQDS BHP WELL INJ3;-0.2330374676059229
1;base0118;NQDS QWI WELL INJ4;0.0
1;base0118;NQDS BHP WELL INJ4;-0.3779060253440244
1;base0118;NQDS QWI WELL INJ5;0.0
1;base0118;NQDS BHP WELL INJ5;-0.3511264113981364
1;base0118;NQDS QWI WELL INJ6;0.0
1;base0118;NQDS BHP WELL INJ6;-0.2092997518476929
1;base0118;NQDS QWI WELL INJ7;0.0
1;base0118;NQDS BHP WELL INJ7;-1.184695114966832
1;base0118;NQDS QWI WELL INJ8;0.0
1;base0118;NQDS BHP WELL INJ8;-0.207292467748448
1;base0118;NQDS QWI WELL INJ9;0.0
1;base0118;NQDS BHP WELL INJ9;-0.4967667756513681
1;base0119;NQDS QL WELL WILDCAT;8.4348619928223E-11
1;base0119;NQDS QW WELL WILDCAT;-20.72426188401999
1;base0119;NQDS QO WELL WILDCAT;0.5716991177181853
1;base0119;NQDS BHP WELL WILDCAT;-0.5752551713387442
1;base0119;NQDS QL WELL PROD1;-6.083978470667678E-10
1;base0119;NQDS QW WELL PROD1;-1.586762477317248
1;base0119;NQDS QO WELL PROD1;0.1471439798133761
