VERSION;7.2.1.201802190531
DATE;05/09/2018 10:24
ITERATION;MODEL;OBJECTIVE FUNCTION;VALUE
1;base0003;NQDS QW WELL PROD4;-7.053162068796858
1;base0003;NQDS QO WELL PROD4;0.5354003495871686
1;base0003;NQDS BHP WELL PROD4;-0.5485275047117031
1;base0003;NQDS QL WELL PROD5;1.200525585339033E-14
1;base0003;NQDS QW WELL PROD5;3.959167728153485E-13
1;base0003;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0003;NQDS BHP WELL PROD5;-1.091853267863818
1;base0003;NQDS QL WELL PROD6;4.0898293967504E-10
1;base0003;NQDS QW WELL PROD6;-48.60628158233107
1;base0003;NQDS QO WELL PROD6;1.909086768113051
1;base0003;NQDS BHP WELL PROD6;-3.537372741763321
1;base0003;NQDS QL WELL PROD7;4.531782977210519E-10
1;base0003;NQDS QW WELL PROD7;-6.630340633029275
1;base0003;NQDS QO WELL PROD7;0.7477334337260992
1;base0003;NQDS BHP WELL PROD7;-0.6334598537920749
1;base0003;NQDS QL WELL PROD8;3.296610849281291E-10
1;base0003;NQDS QW WELL PROD8;-5.895506983309408
1;base0003;NQDS QO WELL PROD8;0.101676120137732
1;base0003;NQDS BHP WELL PROD8;-0.4484699830208168
1;base0003;NQDS QL WELL PROD9;-3.898437964106722E-10
1;base0003;NQDS QW WELL PROD9;11.34105539411973
1;base0003;NQDS QO WELL PROD9;-0.2664794154189855
1;base0003;NQDS BHP WELL PROD9;0.3436227525157286
1;base0003;NQDS QL WELL PROD10;2.696098649682217E-10
1;base0003;NQDS QW WELL PROD10;1.787112384005171
1;base0003;NQDS QO WELL PROD10;-0.04380887735648408
1;base0003;NQDS BHP WELL PROD10;-0.4881147155943609
1;base0003;NQDS QWI WELL INJ1;0.0
1;base0003;NQDS BHP WELL INJ1;-0.3014946539515125
1;base0003;NQDS QWI WELL INJ2;0.0
1;base0003;NQDS BHP WELL INJ2;-0.1964268953746632
1;base0003;NQDS QWI WELL INJ3;0.0
1;base0003;NQDS BHP WELL INJ3;-0.2708168295703309
1;base0003;NQDS QWI WELL INJ4;0.0
1;base0003;NQDS BHP WELL INJ4;-0.6933131277181512
1;base0003;NQDS QWI WELL INJ5;0.0
1;base0003;NQDS BHP WELL INJ5;-0.2681907862934739
1;base0003;NQDS QWI WELL INJ6;0.0
1;base0003;NQDS BHP WELL INJ6;-0.4048817615303177
1;base0003;NQDS QWI WELL INJ7;0.0
1;base0003;NQDS BHP WELL INJ7;-0.617632044123903
1;base0003;NQDS QWI WELL INJ8;0.0
1;base0003;NQDS BHP WELL INJ8;-0.1958696285149181
1;base0003;NQDS QWI WELL INJ9;0.0
1;base0003;NQDS BHP WELL INJ9;-0.4463014077733242
1;base0004;NQDS QL WELL WILDCAT;1.464791266028722E-10
1;base0004;NQDS QW WELL WILDCAT;1.511542127869494
1;base0004;NQDS QO WELL WILDCAT;-0.04168499277814229
1;base0004;NQDS BHP WELL WILDCAT;-0.8076564598207324
1;base0004;NQDS QL WELL PROD1;-4.013095573155843E-10
1;base0004;NQDS QW WELL PROD1;0.7251104179014374
1;base0004;NQDS QO WELL PROD1;-0.06724879725862733
1;base0004;NQDS BHP WELL PROD1;-0.3530045480087904
1;base0004;NQDS QL WELL PROD2;6.23726830574333E-10
1;base0004;NQDS QW WELL PROD2;3.121106154571858
1;base0004;NQDS QO WELL PROD2;-0.7035539281033543
1;base0004;NQDS BHP WELL PROD2;0.3645980410301408
1;base0004;NQDS QL WELL PROD3;-1.3092929163847E-10
1;base0004;NQDS QW WELL PROD3;5.398323090684419E-5
1;base0004;NQDS QO WELL PROD3;-4.847369662756366E-7
1;base0004;NQDS BHP WELL PROD3;-0.7942683075289777
1;base0004;NQDS QL WELL PROD4;-3.097272016565371E-10
1;base0004;NQDS QW WELL PROD4;2.670450284957427
1;base0004;NQDS QO WELL PROD4;-0.2026783812173309
1;base0004;NQDS BHP WELL PROD4;-0.6898653115617228
1;base0004;NQDS QL WELL PROD5;2.271154612821736E-14
1;base0004;NQDS QW WELL PROD5;7.489954532032235E-13
1;base0004;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0004;NQDS BHP WELL PROD5;-1.70288040629073
1;base0004;NQDS QL WELL PROD6;4.629672368811687E-10
1;base0004;NQDS QW WELL PROD6;-11.2295772948939
1;base0004;NQDS QO WELL PROD6;0.4410261431268965
1;base0004;NQDS BHP WELL PROD6;-0.5836899506313956
1;base0004;NQDS QL WELL PROD7;-4.647734068781753E-10
1;base0004;NQDS QW WELL PROD7;0.6870630743106138
1;base0004;NQDS QO WELL PROD7;-0.07744388955304388
1;base0004;NQDS BHP WELL PROD7;-0.6194837019145432
1;base0004;NQDS QL WELL PROD8;-3.12759850060862E-10
1;base0004;NQDS QW WELL PROD8;-4.018838519672146
1;base0004;NQDS QO WELL PROD8;0.06930944862076868
1;base0004;NQDS BHP WELL PROD8;0.5948704558753476
1;base0004;NQDS QL WELL PROD9;-3.89323871380989E-10
1;base0004;NQDS QW WELL PROD9;20.73251743519506
1;base0004;NQDS QO WELL PROD9;-0.4871212656993646
1;base0004;NQDS BHP WELL PROD9;-0.4810491083887688
1;base0004;NQDS QL WELL PROD10;2.461157297813125E-10
1;base0004;NQDS QW WELL PROD10;-0.5483400938435786
1;base0004;NQDS QO WELL PROD10;0.01343829148458441
1;base0004;NQDS BHP WELL PROD10;-0.4828666137716867
1;base0004;NQDS QWI WELL INJ1;0.0
1;base0004;NQDS BHP WELL INJ1;-0.3524540194578688
1;base0004;NQDS QWI WELL INJ2;0.0
1;base0004;NQDS BHP WELL INJ2;-0.2353619337304229
1;base0004;NQDS QWI WELL INJ3;0.0
1;base0004;NQDS BHP WELL INJ3;0.3734786244542716
1;base0004;NQDS QWI WELL INJ4;0.0
1;base0004;NQDS BHP WELL INJ4;-0.8116221251651067
1;base0004;NQDS QWI WELL INJ5;0.0
1;base0004;NQDS BHP WELL INJ5;-0.3148470327899102
1;base0004;NQDS QWI WELL INJ6;0.0
1;base0004;NQDS BHP WELL INJ6;-0.4272843291416669
1;base0004;NQDS QWI WELL INJ7;0.0
1;base0004;NQDS BHP WELL INJ7;-0.4812633003145338
1;base0004;NQDS QWI WELL INJ8;0.0
1;base0004;NQDS BHP WELL INJ8;0.2575325919543523
1;base0004;NQDS QWI WELL INJ9;0.0
1;base0004;NQDS BHP WELL INJ9;-0.4956817590801799
1;base0005;NQDS QL WELL WILDCAT;-2.302876803999279E-10
1;base0005;NQDS QW WELL WILDCAT;-4.925273935058568
1;base0005;NQDS QO WELL WILDCAT;0.1358669463574592
1;base0005;NQDS BHP WELL WILDCAT;-0.4526326810950124
1;base0005;NQDS QL WELL PROD1;4.472377971110151E-10
1;base0005;NQDS QW WELL PROD1;-8.65783892646562
1;base0005;NQDS QO WELL PROD1;0.8029015270768642
1;base0005;NQDS BHP WELL PROD1;-0.2873394673785726
1;base0005;NQDS QL WELL PROD2;-4.526319600765509E-10
1;base0005;NQDS QW WELL PROD2;0.5858718828578489
1;base0005;NQDS QO WELL PROD2;-0.1320200366293389
1;base0005;NQDS BHP WELL PROD2;0.190128634511327
1;base0005;NQDS QL WELL PROD3;1.419032237883753E-10
1;base0005;NQDS QW WELL PROD3;7.099102980589321E-4
1;base0005;NQDS QO WELL PROD3;-6.289353452007937E-6
1;base0005;NQDS BHP WELL PROD3;-0.7995491993281992
1;base0005;NQDS QL WELL PROD4;2.895389297856995E-10
1;base0005;NQDS QW WELL PROD4;2.763433081784543
1;base0005;NQDS QO WELL PROD4;-0.2097396929276412
1;base0005;NQDS BHP WELL PROD4;-0.4861002466142971
1;base0005;NQDS QL WELL PROD5;7.611263141543832E-15
1;base0005;NQDS QW WELL PROD5;2.510089561479394E-13
1;base0005;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0005;NQDS BHP WELL PROD5;-0.8083776521185997
1;base0005;NQDS QL WELL PROD6;2.704401107396657E-10
1;base0005;NQDS QW WELL PROD6;-56.66126096094239
1;base0005;NQDS QO WELL PROD6;2.22546154457329
1;base0005;NQDS BHP WELL PROD6;-4.794791356310993
1;base0005;NQDS QL WELL PROD7;4.972628708796878E-10
1;base0005;NQDS QW WELL PROD7;-6.871425685667802
1;base0005;NQDS QO WELL PROD7;0.7749167558805221
1;base0005;NQDS BHP WELL PROD7;-0.6888037114298323
1;base0005;NQDS QL WELL PROD8;2.07908634218377E-10
1;base0005;NQDS QW WELL PROD8;-6.486636539554288
1;base0005;NQDS QO WELL PROD8;0.1118773009914928
1;base0005;NQDS BHP WELL PROD8;-0.4508101760489755
1;base0005;NQDS QL WELL PROD9;3.444690426296753E-10
1;base0005;NQDS QW WELL PROD9;1.881582360375786
1;base0005;NQDS QO WELL PROD9;-0.04421723283782415
1;base0005;NQDS BHP WELL PROD9;0.297439676416167
1;base0005;NQDS QL WELL PROD10;-2.314056716777824E-10
1;base0005;NQDS QW WELL PROD10;-7.798952706675861
1;base0005;NQDS QO WELL PROD10;0.1911379318809696
1;base0005;NQDS BHP WELL PROD10;-0.412660450042172
1;base0005;NQDS QWI WELL INJ1;0.0
1;base0005;NQDS BHP WELL INJ1;-0.2829531338121983
1;base0005;NQDS QWI WELL INJ2;0.0
1;base0005;NQDS BHP WELL INJ2;-0.2624023209465391
1;base0005;NQDS QWI WELL INJ3;0.0
1;base0005;NQDS BHP WELL INJ3;-0.2722150592279557
1;base0005;NQDS QWI WELL INJ4;0.0
1;base0005;NQDS BHP WELL INJ4;-0.6911163581378007
1;base0005;NQDS QWI WELL INJ5;0.0
1;base0005;NQDS BHP WELL INJ5;-0.2911030150909868
1;base0005;NQDS QWI WELL INJ6;0.0
1;base0005;NQDS BHP WELL INJ6;-0.282057843007571
1;base0005;NQDS QWI WELL INJ7;0.0
1;base0005;NQDS BHP WELL INJ7;-1.083277179478103
1;base0005;NQDS QWI WELL INJ8;0.0
1;base0005;NQDS BHP WELL INJ8;-0.1904993320710891
1;base0005;NQDS QWI WELL INJ9;0.0
1;base0005;NQDS BHP WELL INJ9;-0.4813756610081751
1;base0006;NQDS QL WELL WILDCAT;1.38505483134094E-10
1;base0006;NQDS QW WELL WILDCAT;-1.63811210982405
1;base0006;NQDS QO WELL WILDCAT;0.04518679705803385
1;base0006;NQDS BHP WELL WILDCAT;-0.7018050563171396
1;base0006;NQDS QL WELL PROD1;-5.686947444516723E-10
1;base0006;NQDS QW WELL PROD1;-1.531639656504769
1;base0006;NQDS QO WELL PROD1;0.1420396138142433
1;base0006;NQDS BHP WELL PROD1;-0.3554132784423481
1;base0006;NQDS QL WELL PROD2;5.031536782754202E-10
1;base0006;NQDS QW WELL PROD2;-1.788130309331203
1;base0006;NQDS QO WELL PROD2;0.4028860315785672
1;base0006;NQDS BHP WELL PROD2;0.1877331288747009
1;base0006;NQDS QL WELL PROD3;-1.593239408157031E-10
1;base0006;NQDS QW WELL PROD3;1.397735423960855E-5
1;base0006;NQDS QO WELL PROD3;-1.272525107655586E-7
1;base0006;NQDS BHP WELL PROD3;-0.7193104104137745
1;base0006;NQDS QL WELL PROD4;4.372957980952451E-10
1;base0006;NQDS QW WELL PROD4;-4.984338095355689
1;base0006;NQDS QO WELL PROD4;0.3783637784708074
1;base0006;NQDS BHP WELL PROD4;-0.5801533849931924
1;base0006;NQDS QL WELL PROD5;5.225158060960004E-13
1;base0006;NQDS QW WELL PROD5;1.723185030130926E-11
1;base0006;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0006;NQDS BHP WELL PROD5;-2.14554397838433
1;base0006;NQDS QL WELL PROD6;3.586919659815039E-10
1;base0006;NQDS QW WELL PROD6;-40.05267159499899
1;base0006;NQDS QO WELL PROD6;1.573121670945033
1;base0006;NQDS BHP WELL PROD6;-4.62278965788519
1;base0006;NQDS QL WELL PROD7;4.61744862849665E-10
1;base0006;NQDS QW WELL PROD7;-3.585298342983058
1;base0006;NQDS QO WELL PROD7;0.4043364122028676
1;base0006;NQDS BHP WELL PROD7;-0.6385917652496039
1;base0006;NQDS QL WELL PROD8;-3.26329241321399E-10
1;base0006;NQDS QW WELL PROD8;-2.687759822926001
1;base0006;NQDS QO WELL PROD8;0.04634668989819368
1;base0006;NQDS BHP WELL PROD8;-0.4363191121930974
1;base0006;NQDS QL WELL PROD9;-2.369025832701435E-10
1;base0006;NQDS QW WELL PROD9;-34.59490015266798
1;base0006;NQDS QO WELL PROD9;0.8128295758475854
1;base0006;NQDS BHP WELL PROD9;-0.4098984320536762
1;base0006;NQDS QL WELL PROD10;1.63016563327315E-10
1;base0006;NQDS QW WELL PROD10;-6.831587636401636
1;base0006;NQDS QO WELL PROD10;0.1674284476187203
1;base0006;NQDS BHP WELL PROD10;-0.3777179694144514
1;base0006;NQDS QWI WELL INJ1;0.0
1;base0006;NQDS BHP WELL INJ1;-0.1823184620537643
1;base0006;NQDS QWI WELL INJ2;0.0
1;base0006;NQDS BHP WELL INJ2;-0.1882670992490742
1;base0006;NQDS QWI WELL INJ3;0.0
1;base0006;NQDS BHP WELL INJ3;0.2891504649137944
1;base0006;NQDS QWI WELL INJ4;0.0
1;base0006;NQDS BHP WELL INJ4;-0.6415050910502493
1;base0006;NQDS QWI WELL INJ5;0.0
1;base0006;NQDS BHP WELL INJ5;-0.2750846457256606
1;base0006;NQDS QWI WELL INJ6;0.0
1;base0006;NQDS BHP WELL INJ6;-0.295720357187874
1;base0006;NQDS QWI WELL INJ7;0.0
1;base0006;NQDS BHP WELL INJ7;-0.8528748854916247
1;base0006;NQDS QWI WELL INJ8;0.0
1;base0006;NQDS BHP WELL INJ8;-0.1877947218176139
1;base0006;NQDS QWI WELL INJ9;0.0
1;base0006;NQDS BHP WELL INJ9;-0.4228314585671456
1;base0007;NQDS QL WELL WILDCAT;1.876789527714049E-10
1;base0007;NQDS QW WELL WILDCAT;-1.885103638518324
1;base0007;NQDS QO WELL WILDCAT;0.0520007439658924
1;base0007;NQDS BHP WELL WILDCAT;-0.5808083056983281
1;base0007;NQDS QL WELL PROD1;4.757158402199184E-10
1;base0007;NQDS QW WELL PROD1;-2.862394401353529
1;base0007;NQDS QO WELL PROD1;0.2654526732825767
1;base0007;NQDS BHP WELL PROD1;-0.3313430118381745
1;base0007;NQDS QL WELL PROD2;6.610342922216274E-10
1;base0007;NQDS QW WELL PROD2;-1.527212585671169
1;base0007;NQDS QO WELL PROD2;0.3440763261733766
1;base0007;NQDS BHP WELL PROD2;-0.1907286105706585
1;base0007;NQDS QL WELL PROD3;2.060728927962282E-14
1;base0007;NQDS QW WELL PROD3;5.804232022310357E-13
1;base0007;NQDS QO WELL PROD3;0.0
1;base0007;NQDS BHP WELL PROD3;-0.7545226993708546
1;base0007;NQDS QL WELL PROD4;3.67322312577086E-10
1;base0007;NQDS QW WELL PROD4;-10.08610246808888
1;base0007;NQDS QO WELL PROD4;0.765612325319119
1;base0007;NQDS BHP WELL PROD4;-0.5832775301031283
1;base0007;NQDS QL WELL PROD5;3.235481229819973E-12
1;base0007;NQDS QW WELL PROD5;1.067017065407402E-10
1;base0007;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0007;NQDS BHP WELL PROD5;-1.617965808346535
1;base0007;NQDS QL WELL PROD6;-3.865234971771158E-10
1;base0007;NQDS QW WELL PROD6;-26.58930056400596
1;base0007;NQDS QO WELL PROD6;1.044300368721884
1;base0007;NQDS BHP WELL PROD6;-0.5081003290062671
1;base0007;NQDS QL WELL PROD7;4.484471504320307E-10
1;base0007;NQDS QW WELL PROD7;-1.298333065968454
1;base0007;NQDS QO WELL PROD7;0.146448488111265
1;base0007;NQDS BHP WELL PROD7;-0.533855506956355
1;base0007;NQDS QL WELL PROD8;4.506824156605587E-10
1;base0007;NQDS QW WELL PROD8;-0.9356370239982618
1;base0007;NQDS QO WELL PROD8;0.01612946152124249
1;base0007;NQDS BHP WELL PROD8;-0.4530702398466843
1;base0007;NQDS QL WELL PROD9;3.800597330038999E-10
1;base0007;NQDS QW WELL PROD9;-2.231418135252972
1;base0007;NQDS QO WELL PROD9;0.05241242049239781
1;base0007;NQDS BHP WELL PROD9;-1.037691149826382
1;base0007;NQDS QL WELL PROD10;1.912282434667198E-10
1;base0007;NQDS QW WELL PROD10;-14.92689904776062
1;base0007;NQDS QO WELL PROD10;0.365832781411819
1;base0007;NQDS BHP WELL PROD10;-0.3877632543603981
1;base0007;NQDS QWI WELL INJ1;-9.198689328942906E-4
1;base0007;NQDS BHP WELL INJ1;2.813714742494455
1;base0007;NQDS QWI WELL INJ2;0.0
1;base0007;NQDS BHP WELL INJ2;-0.177137345974137
1;base0007;NQDS QWI WELL INJ3;0.0
1;base0007;NQDS BHP WELL INJ3;0.3051274543877635
1;base0007;NQDS QWI WELL INJ4;0.0
1;base0007;NQDS BHP WELL INJ4;-0.7590455230899341
1;base0007;NQDS QWI WELL INJ5;0.0
1;base0007;NQDS BHP WELL INJ5;-0.2767048363479613
1;base0007;NQDS QWI WELL INJ6;0.0
1;base0007;NQDS BHP WELL INJ6;-0.3805820045904163
1;base0007;NQDS QWI WELL INJ7;0.0
1;base0007;NQDS BHP WELL INJ7;-0.9970434177173119
1;base0007;NQDS QWI WELL INJ8;0.0
1;base0007;NQDS BHP WELL INJ8;-0.2225885366498608
1;base0007;NQDS QWI WELL INJ9;0.0
1;base0007;NQDS BHP WELL INJ9;-0.4863834766190551
1;base0008;NQDS QL WELL WILDCAT;-2.162815583371919E-10
1;base0008;NQDS QW WELL WILDCAT;18.28130759168594
1;base0008;NQDS QO WELL WILDCAT;-0.5042799368861675
1;base0008;NQDS BHP WELL WILDCAT;-0.8374608086937158
1;base0008;NQDS QL WELL PROD1;5.25467402452435E-10
1;base0008;NQDS QW WELL PROD1;-6.489694009188926
1;base0008;NQDS QO WELL PROD1;0.6018413411026722
1;base0008;NQDS BHP WELL PROD1;-0.71296040484058
1;base0008;NQDS QL WELL PROD2;-3.648659627210014E-10
1;base0008;NQDS QW WELL PROD2;-6.196395214678791
1;base0008;NQDS QO WELL PROD2;1.396409088890417
1;base0008;NQDS BHP WELL PROD2;-0.4391746532987235
1;base0008;NQDS QL WELL PROD3;2.696646959741173E-14
1;base0008;NQDS QW WELL PROD3;7.59535348109699E-13
1;base0008;NQDS QO WELL PROD3;0.0
1;base0008;NQDS BHP WELL PROD3;-0.9833846709632276
1;base0008;NQDS QL WELL PROD4;3.032575222870239E-10
1;base0008;NQDS QW WELL PROD4;-6.223875402477376
1;base0008;NQDS QO WELL PROD4;0.4724626208533189
1;base0008;NQDS BHP WELL PROD4;-0.8125610435210423
1;base0008;NQDS QL WELL PROD5;5.230425744388846E-13
1;base0008;NQDS QW WELL PROD5;1.724922239440606E-11
1;base0008;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0008;NQDS BHP WELL PROD5;-6.802134114074982
1;base0008;NQDS QL WELL PROD6;-4.12037028451435E-10
1;base0008;NQDS QW WELL PROD6;-38.53805853761359
1;base0008;NQDS QO WELL PROD6;1.513621215615275
1;base0008;NQDS BHP WELL PROD6;-5.534321095342926
1;base0008;NQDS QL WELL PROD7;3.79260823897365E-10
1;base0008;NQDS QW WELL PROD7;-39.7448084714463
1;base0008;NQDS QO WELL PROD7;4.482095880091517
1;base0008;NQDS BHP WELL PROD7;-2.235366997691381
1;base0008;NQDS QL WELL PROD8;-4.048206218930321E-10
1;base0008;NQDS QW WELL PROD8;-6.552092807103614
